N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3176.8,1.0,0.0
20,0.0,3184.4,1.0,0.0
30,0.0,3194.8,1.0,0.0
40,0.0,3182.4,2.0,36.1
50,0.0,3186.8,2.0,44.7
60,0.0,3181.6,2.0,53.8
70,0.0,3189.6,2.0,63.0
80,0.0,3170.0,2.0,70.7
90,0.0,3183.2,2.0,80.1
100,0.0,3177.2,2.0,90.5
200,0.0,3180.4,2.0,180.8
300,0.0,3167.2,2.0,270.4
400,0.0,3178.4,2.0,362.4
500,0.0,3175.6,2.0,453.2
600,0.0,3174.0,2.0,543.9
700,0.0,3186.4,2.0,634.8
800,0.0,3190.4,2.0,728.2
900,0.0,3180.8,2.0,822.3
1000,0.0,4205.2,2.0,911.9
1200,0.0,4212.0,2.0,1098.4
1400,0.006,4208.4,2.0,1275.8
1600,0.009999999999999998,4216.4,2.0,1466.0
1800,0.009999999999999998,4217.2,2.0,1644.3
2000,0.009999999999999998,4208.4,2.0,1834.6
2500,0.010999999999999998,5222.4,2.0,2296.3
3000,0.019999999999999997,5232.0,2.0,2761.0
3500,0.022,6253.6,2.0,3225.6
4000,0.029000000000000005,6250.0,2.0,3691.5
4500,0.030000000000000006,6254.4,2.0,4158.3
5000,0.03699999999999999,7284.8,2.0,4614.5
6000,0.049999999999999996,8198.8,2.0,5552.5
7000,0.05499999999999999,8290.4,2.0,6480.1
8000,0.06400000000000002,9319.2,2.0,7415.6
9000,0.07400000000000001,10359.2,2.0,8361.0
10000,0.08599999999999998,11374.0,2.0,9283.0
